issue_number,draw_date,red_ball_1,red_ball_2,red_ball_3,red_ball_4,red_ball_5,red_ball_6,blue_ball_1,sales_amount,jackpot_amount
06142,50,10,16,19,22,26,27,16,5000000,04
06141,18,16,18,22,23,25,31,11,5000000,0
06140,46,1,8,11,18,19,23,5,5000000,0
06139,62,7,8,14,21,23,25,5,5000000,08
06138,65,4,9,11,17,18,26,8,5000000,0
06137,31,10,14,17,21,27,31,9,5000000,0
06136,33,11,15,17,21,22,24,5,5000000,14
06135,11,4,19,21,22,23,31,4,5000000,0
06134,26,10,13,18,26,28,30,12,5000000,0
06133,29,4,6,20,25,29,31,3,5000000,01
06132,19,6,14,22,26,30,33,1,5000000,0
06131,30,3,4,9,22,26,33,1,5000000,0
06130,36,1,12,21,22,30,32,2,5000000,04
06129,192,9,14,18,22,27,29,12,5000000,0
06128,27,4,15,21,30,31,33,5,5000000,0
06127,68,3,4,11,17,19,30,1,5000000,04
06126,32,2,8,13,16,24,33,9,5000000,0
06125,23,15,19,23,30,32,33,6,5000000,0
06124,33,12,13,14,18,31,32,13,5000000,12
06123,29,2,3,20,25,28,32,6,5000000,0
06122,26,4,5,6,8,22,24,3,5000000,0
06121,20,3,4,6,27,31,33,6,5000000,14
06120,45,6,8,14,15,24,33,9,5000000,0
06119,18,1,2,14,20,27,30,2,5000000,0
06118,38,1,3,7,8,10,30,5,5000000,09
06117,27,6,14,20,22,23,26,9,0,141516
06116,19,5,16,21,22,32,33,9,5000000,030514
06115,26,1,10,20,26,28,29,15,5000000,070814
06114,38,8,10,14,20,27,29,16,5000000,0
06113,43,5,14,17,18,28,33,2,5000000,0
06112,24,4,9,13,15,31,33,11,5000000,16
06111,57,1,8,11,16,17,22,15,5000000,0
06110,37,9,12,14,18,27,33,13,5000000,0
06109,55,1,5,17,18,23,26,13,5000000,06
06108,39,2,6,8,20,24,30,9,5000000,0
06107,52,1,6,8,13,17,30,7,5000000,0
06106,43,2,12,14,19,28,33,10,5000000,15
06105,24,5,12,14,15,20,31,1,5000000,0
06104,27,3,7,22,27,28,31,11,5000000,0
06103,33,12,14,15,25,28,31,6,5000000,12
06102,29,1,4,13,19,20,24,11,5000000,0
06101,34,9,12,20,26,27,28,16,5000000,0
06100,26,1,11,18,26,30,32,3,5000000,16
06099,37,9,12,18,23,24,27,5,5000000,0
06098,49,6,7,10,11,18,23,16,5000000,0
06097,36,11,14,15,20,26,27,12,5000000,02
06096,92,1,5,9,13,18,33,14,5000000,0
06095,22,1,3,17,20,21,29,16,0,0
06094,22,15,16,17,18,24,33,13,5000000,05
06093,27,2,12,16,18,19,23,5,5000000,0
06092,27,2,8,11,16,20,21,14,5000000,0
06091,45,7,8,12,21,22,24,7,5000000,11
06090,59,2,11,15,20,23,29,11,5000000,0
06089,32,1,13,16,18,19,22,1,5000000,0
06088,27,3,11,20,24,25,26,1,5000000,08
06087,32,4,5,8,9,12,30,5,5000000,0
06086,43,4,6,10,24,26,31,6,5000000,0
06085,30,2,6,18,21,24,25,8,5000000,14
06084,24,1,12,17,21,25,28,12,5000000,0
06083,66,7,9,18,19,26,29,10,5000000,0
06082,86,3,13,15,23,28,29,9,5000000,02
06081,31,14,16,18,21,22,32,4,5000000,0
06080,8,15,17,20,22,26,29,9,5000000,0
06079,53,6,11,13,17,20,32,8,5000000,10
06078,45,3,5,17,22,31,33,12,5000000,0
06077,21,8,9,12,13,19,33,9,5000000,0
06076,48,4,10,17,21,29,32,14,5000000,08
06075,18,10,21,22,23,25,33,11,5000000,0
06074,22,1,3,15,19,25,33,4,5000000,0
06073,74,5,13,16,18,27,29,12,5000000,06
06072,14,2,3,5,20,21,24,8,5000000,0
06071,46,5,11,12,19,29,31,1,5000000,0
06070,49,2,3,11,13,20,27,2,5000000,13
06069,18,5,16,20,22,29,30,8,5000000,0
06068,40,3,7,10,14,30,33,10,5000000,0
06067,36,7,8,11,16,17,24,13,5000000,10
06066,22,6,8,11,18,30,33,5,5000000,0
06065,39,4,8,17,28,29,30,13,5000000,0
06064,76,3,12,14,21,24,28,11,5000000,14
06063,18,4,5,15,21,23,24,8,5000000,0
06062,16,18,22,23,24,26,30,1,5000000,0
06061,45,5,13,17,19,25,30,11,5000000,08
06060,33,5,15,19,23,30,32,14,5000000,0
06059,60,5,10,15,17,27,29,11,5000000,0
06058,50,1,12,22,23,24,25,14,5000000,10
06057,30,3,4,17,18,21,31,8,5000000,0
06056,76,11,13,15,21,23,25,8,5000000,0
06055,29,4,5,28,29,31,33,11,5000000,01
06054,47,3,5,7,10,28,30,4,5000000,0
06053,59,1,11,17,27,28,31,2,5000000,0
06052,27,11,24,26,27,30,32,3,5000000,021314
06051,30,2,6,7,17,27,30,16,5000000,031214
06050,39,2,6,12,15,25,31,7,5000000,091405
06049,29,6,10,12,13,17,20,3,5000000,10
06048,20,9,13,19,25,29,32,12,5000000,0
06047,20,2,17,20,22,28,32,3,5000000,0
06046,22,13,18,23,29,31,32,8,5000000,11
06045,53,6,7,10,14,20,21,4,0,0
06044,24,2,10,18,21,30,31,5,0,0
06043,36,5,12,13,16,23,32,3,5000000,13
06042,7,3,16,23,26,28,31,11,5000000,0
06041,49,3,10,16,18,21,28,4,5000000,0
06040,20,15,22,25,26,28,33,3,5000000,02
06039,18,16,19,22,28,31,32,3,5000000,0
06038,32,2,14,17,19,22,30,10,5000000,0
06037,59,2,12,23,24,25,32,14,5000000,05
06036,38,4,7,10,16,17,21,9,5000000,0
06035,117,3,9,13,21,27,29,13,5000000,0
06034,38,2,10,15,16,17,33,13,5000000,16
06033,5,15,20,22,23,27,31,6,0,0
06032,24,5,18,20,24,26,31,9,5000000,0
06031,16,3,10,12,16,31,32,14,0,16
06030,21,8,13,15,17,20,32,14,0,0
06029,28,3,4,7,9,14,19,8,5000000,0
06028,40,5,7,14,16,17,27,4,5000000,09
06027,27,6,8,11,14,16,27,15,5000000,0
06026,19,1,2,18,22,29,32,3,5000000,0
06025,26,3,4,17,19,24,32,5,5000000,16
06024,43,2,7,9,11,21,27,6,5000000,0
06023,32,4,13,14,19,23,28,8,5000000,0
06022,17,2,3,4,13,16,27,13,0,14
06021,26,1,2,5,20,21,22,9,5000000,0
06020,39,5,9,21,23,26,29,6,5000000,0
06019,21,4,6,13,22,26,32,7,5000000,04
06018,17,1,13,14,17,24,26,5,0,0
06017,28,3,4,8,31,32,33,2,5000000,0
06016,105,1,7,13,17,23,30,16,5000000,01
06015,22,2,3,9,15,29,32,3,5000000,041014
06014,12,6,14,26,29,32,33,7,5000000,020916
06013,30,1,5,6,12,16,21,11,5000000,011205
06012,28,9,11,13,27,31,33,10,5000000,010206
06011,28,5,7,8,14,27,31,11,5000000,070914
06010,93,4,6,12,19,27,29,8,3878424,071512
06009,51,5,6,8,20,26,30,6,5000000,0
06008,117,3,5,9,18,28,32,16,5000000,0
06007,22,4,16,18,27,32,33,7,5000000,15
06006,14,8,21,22,23,26,32,14,5000000,0
06005,20,3,19,20,24,26,27,11,5000000,0
06004,61,4,8,17,27,28,31,7,5000000,05
06003,11,2,4,5,6,16,20,12,5000000,010214
06002,34,7,13,16,21,26,28,9,5000000,150211
06001,21,1,12,15,19,21,28,3,5000000,110801
05153,16,4,5,7,21,26,29,1,5000000,010811
05152,46,1,5,12,14,21,27,3,5000000,0
05151,56,4,11,12,13,19,30,5,5000000,10
05150,54,3,7,10,14,18,20,2,5000000,0
05149,27,11,16,21,23,25,32,7,5000000,0
05148,47,3,15,17,23,24,29,13,5000000,16
05147,27,6,7,15,27,28,30,10,5000000,0
05146,39,7,11,19,20,24,28,2,5000000,0
05145,64,3,7,8,17,20,28,15,5000000,12
05144,33,1,8,14,15,19,27,9,5000000,0
05143,16,3,10,15,17,20,32,8,5000000,0
05142,33,7,10,12,17,22,29,5,5000000,15
05141,55,3,5,8,12,16,19,15,5000000,0
05140,17,4,6,7,8,12,17,7,5000000,0
05139,19,2,7,20,23,32,33,10,5000000,13
05138,34,3,5,6,11,20,22,13,5000000,0
05137,36,3,9,15,23,25,33,12,5000000,0
05136,46,5,14,16,18,25,27,13,5000000,14
05135,15,1,5,13,15,21,25,11,5000000,0
05134,27,4,13,14,18,26,30,1,0,0
05133,108,1,7,14,16,18,25,11,5000000,13
05132,22,2,4,10,18,27,29,15,0,0
05131,47,2,7,10,11,12,24,3,5000000,0
05130,104,3,5,9,15,20,25,16,5000000,11
05129,40,5,10,14,20,27,33,3,5000000,0
05128,23,2,4,14,23,29,33,15,5000000,0
05127,22,4,6,11,14,23,25,12,5000000,08
05126,148,2,8,13,19,25,26,9,5000000,0
05125,10,6,14,18,28,31,32,3,5000000,0
05124,34,5,6,10,19,31,33,11,5000000,14
05123,32,11,12,13,17,18,25,7,5000000,0
05122,11,1,4,7,14,30,32,9,5000000,0
05121,9,1,7,20,25,31,32,12,5000000,15
05120,15,1,6,13,18,30,32,14,0,0
05119,73,1,7,11,18,20,22,2,5000000,0
05118,113,4,9,12,15,26,31,16,5000000,15
05117,34,6,17,22,27,28,32,3,5000000,081415
05116,14,4,6,8,14,15,30,10,5000000,040516
05115,27,3,12,18,23,30,33,2,5000000,010913
05114,20,6,7,10,15,21,27,6,5000000,0
05113,11,15,18,20,22,26,27,3,5000000,0
05112,24,4,12,22,28,29,30,16,5000000,14
05111,24,3,7,15,16,19,29,9,5000000,0
05110,24,7,10,16,19,24,25,9,5000000,0
05109,17,3,5,13,15,17,31,4,5000000,03
05108,24,3,10,12,24,29,30,6,5000000,0
05107,35,9,10,20,24,25,26,11,5000000,0
05106,35,1,11,13,24,26,31,13,5000000,08
05105,14,4,15,23,30,32,33,3,5000000,0
05104,7,2,4,21,23,30,33,9,5000000,0
05103,72,4,7,16,18,23,30,7,5000000,05
05102,7,2,5,6,14,24,31,12,0,0
05101,17,9,16,19,21,22,24,12,5000000,0
05100,19,2,4,9,14,16,31,3,5000000,11
05099,12,10,13,16,22,24,31,9,5000000,0
05098,18,12,15,19,22,31,33,1,5000000,0
05097,19,5,10,23,27,28,30,15,5000000,06
05096,28,4,5,17,18,26,33,4,5000000,0
05095,27,9,12,18,21,28,29,5,0,0
05094,16,3,5,9,23,27,33,3,0,01
05093,61,4,6,17,23,25,29,14,5000000,0
05092,25,8,13,19,26,28,31,10,5000000,0
05091,28,1,11,12,15,26,27,13,5000000,02
05090,10,1,9,21,25,29,32,3,5000000,0
05089,25,5,19,20,23,26,31,12,0,0
05088,27,1,3,7,18,20,24,7,5000000,16
05087,37,8,9,15,16,23,26,8,5000000,0
05086,61,7,11,12,24,27,29,12,5000000,0
05085,47,8,9,13,14,20,22,12,5000000,15
05084,28,1,2,7,15,19,20,3,5000000,0
05083,25,3,5,9,14,16,30,13,5000000,0
05082,40,1,7,11,14,19,20,12,5000000,09
05081,37,2,4,10,12,26,30,3,5000000,0
05080,27,1,12,14,26,27,32,16,5000000,0
05079,24,3,9,20,24,25,28,5,5000000,11
05078,24,3,11,15,20,26,32,11,5000000,0
05077,25,8,17,22,24,32,33,16,5000000,0
05076,45,4,9,11,22,25,28,13,5000000,02
05075,14,11,13,14,16,18,31,14,5000000,0
05074,26,6,9,18,20,26,29,9,5000000,0
05073,29,1,6,8,9,18,20,1,5000000,04
05072,38,6,10,19,20,24,33,11,5000000,0
05071,15,4,8,12,14,16,22,10,0,0
05070,21,3,4,8,14,16,26,4,5000000,05
05069,17,7,9,21,24,31,33,12,0,0
05068,20,1,8,10,13,25,33,13,5000000,0
05067,40,3,12,16,20,21,26,16,5000000,02
05066,30,2,4,10,11,25,28,5,5000000,0
05065,17,12,16,17,21,22,23,16,5000000,0
05064,22,10,18,23,27,30,32,8,5000000,01
05063,14,2,11,13,18,22,30,4,5000000,0
05062,32,2,7,11,12,20,23,7,5000000,0
05061,20,5,9,14,21,23,24,1,0,09
05060,17,9,12,21,25,31,33,13,5000000,0
05059,63,7,11,14,18,24,29,7,5000000,0
05058,36,4,6,10,21,25,26,10,5000000,15
05057,20,5,6,10,15,30,31,13,5000000,0
05056,46,12,17,19,27,29,31,9,5000000,0
05055,20,5,20,22,30,32,33,9,5000000,07
05054,34,5,13,17,18,21,29,14,5000000,0
05053,25,4,7,10,14,27,29,9,5000000,0
05052,20,1,2,14,17,30,32,1,5000000,13
05051,43,3,6,14,19,20,21,2,5000000,0
05050,23,2,9,12,20,26,32,13,0,0
05049,9,2,3,8,10,25,27,12,5000000,02
05048,29,6,7,8,10,16,28,2,0,0
05047,22,2,3,5,7,8,27,15,0,0
05046,23,9,16,18,20,22,24,5,5000000,11
05045,19,1,7,10,15,18,20,10,0,0
05044,32,1,6,16,17,18,22,9,0,0
05043,14,4,5,6,7,8,32,5,5000000,01
05042,24,11,16,21,26,27,30,15,5000000,0
05041,36,2,11,16,23,24,29,3,5000000,0
05040,14,1,12,21,24,30,32,13,5000000,04
05039,18,2,16,18,19,21,29,9,5000000,0
05038,69,4,7,11,20,27,28,16,5000000,0
05037,25,7,12,14,22,24,32,16,5000000,14
05036,21,12,19,20,21,26,31,15,0,0
05035,15,12,16,21,28,29,30,14,5000000,0
05034,54,5,17,18,25,28,32,9,5000000,06
05033,10,7,8,12,14,19,20,7,0,0
05032,52,5,15,19,20,25,29,3,5000000,0
05031,44,4,10,16,20,23,32,7,5000000,05
05030,34,1,5,9,14,22,28,5,5000000,0
05029,12,2,14,21,22,27,30,14,0,0
05028,18,4,9,22,25,26,32,10,5000000,05
05027,12,1,3,4,6,21,32,15,5000000,0
05026,24,6,12,14,20,25,26,7,5000000,0
05025,18,1,7,10,11,13,32,7,5000000,15
05024,37,5,9,14,27,31,32,13,5000000,0
05023,20,10,15,19,20,21,25,12,5000000,0
05022,52,8,10,12,21,32,33,4,5000000,061416
05021,5,2,6,24,26,30,31,16,0,050711
05020,27,14,16,19,20,25,29,5,5000000,071216
05019,17,6,11,12,13,19,22,8,5000000,020309
05018,22,1,3,6,22,23,25,6,5000000,030512
05017,17,2,6,10,25,27,31,3,5000000,010416
05016,27,1,5,6,12,16,30,15,0,07
05015,43,4,8,9,16,17,29,15,5000000,0
05014,18,13,19,21,23,30,32,5,5000000,0
05013,62,7,8,16,19,20,24,6,5000000,13
05012,50,2,3,6,16,22,31,5,5000000,0
05011,15,9,11,13,15,22,30,15,5000000,0
05010,65,8,10,11,18,25,26,1,5000000,04
05009,11,2,17,22,27,29,31,14,5000000,0
05008,26,11,19,22,27,32,33,11,5000000,0
05007,15,7,15,17,20,23,33,15,5000000,10
05006,14,2,4,5,15,21,31,16,5000000,0
05005,61,5,9,20,26,28,33,15,5000000,0
05004,42,1,4,8,9,22,23,3,5000000,02
05003,26,9,12,15,19,22,31,16,5000000,0
05002,28,6,9,20,26,28,33,14,5000000,0
05001,24,1,7,8,23,27,28,14,0,11
04122,33,3,11,14,22,24,31,15,5000000,0
04121,17,7,13,16,18,30,32,10,5000000,0
04120,24,7,8,18,21,27,32,10,5000000,13
04119,26,6,9,18,20,25,33,6,0,0
04118,17,3,4,7,12,30,31,15,5000000,0
04117,16,1,3,7,14,24,25,7,5000000,13
04116,15,1,3,5,8,14,33,3,0,0
04115,9,2,16,20,30,31,33,1,0,0
04114,14,1,6,9,17,21,22,1,5000000,04
04113,20,8,10,23,25,31,32,7,5000000,0
04112,65,9,13,15,21,26,33,6,5000000,0
04111,24,11,16,18,20,26,31,2,5000000,08
04110,15,14,19,20,21,22,31,11,0,0
04109,18,6,8,10,17,30,31,14,0,0
04108,197,8,13,14,27,28,31,12,5000000,08
04107,38,1,8,12,13,18,20,7,5000000,0
04106,7,10,15,23,26,28,29,12,5000000,0
04105,25,7,9,10,21,23,30,12,0,15
04104,360,7,11,17,18,24,29,5,5000000,0
04103,11,2,3,5,9,16,21,2,5000000,0
04102,33,3,9,12,15,28,32,1,0,05
04101,23,2,9,14,19,25,26,15,5000000,0
04100,17,6,8,9,14,24,33,15,5000000,0
04099,16,5,10,21,22,26,33,2,0,13
04098,21,3,12,13,25,26,31,3,5000000,0
04097,45,10,19,20,26,29,31,14,5000000,0
04096,22,1,4,12,16,20,30,15,0,04
04095,17,19,22,27,28,30,32,1,5000000,0
04094,26,5,9,10,13,24,25,8,5000000,0
04093,8,11,14,20,27,32,33,5,0,15
04092,16,1,4,8,13,28,31,2,0,0
04091,18,9,13,14,21,30,33,1,0,0
04090,6,1,18,20,24,32,33,12,0,02
04089,23,14,17,20,25,28,30,14,0,0
04088,8,2,10,19,22,24,32,14,0,0
04087,32,1,3,7,8,25,26,14,5000000,12
04086,19,10,13,18,19,25,27,1,5000000,0
04085,12,3,8,11,29,30,32,1,0,0
04084,26,1,4,8,11,21,25,14,5000000,01
04083,13,14,16,27,28,30,33,6,0,0
04082,10,3,20,24,27,29,30,15,5000000,0
04081,23,3,5,21,24,27,32,6,0,09
04080,19,3,8,20,23,24,26,16,5000000,0
04079,18,7,13,14,17,19,30,3,0,0
04078,19,4,5,10,21,24,26,5,0,06
04077,23,8,9,10,14,16,26,7,0,0
04076,46,3,5,13,17,25,31,7,0,0
04075,15,7,18,21,26,27,28,7,5000000,14
04074,48,5,6,15,19,26,29,13,5000000,0
04073,48,2,7,13,16,23,28,16,5000000,0
04072,17,8,15,18,28,30,33,14,0,09
04071,71,3,8,16,17,21,29,6,5000000,0
04070,24,10,12,21,22,30,33,6,5000000,0
04069,32,2,11,15,20,22,29,5,0,15
04068,19,2,8,11,13,24,31,15,5000000,0
04067,10,1,6,7,13,16,32,4,0,0
04066,12,5,13,20,23,24,25,3,5000000,13
04065,12,13,14,27,29,32,33,8,5000000,0
04064,13,14,15,18,20,27,31,4,0,03
04063,17,7,10,13,16,27,28,7,5000000,0
04062,29,1,12,25,27,28,29,13,5000000,03
04061,14,13,16,19,20,23,33,9,0,0
04060,24,3,5,11,24,27,28,15,5000000,01
04059,60,4,7,11,19,23,26,10,5000000,0
04058,63,1,8,11,12,27,31,12,0,04
04057,12,5,21,23,25,28,32,4,5000000,0
04056,34,1,20,21,25,29,30,2,5000000,09
04055,20,6,8,19,25,29,32,7,5000000,0
04054,29,9,11,14,16,27,28,11,5000000,15
04053,22,2,3,4,9,24,25,2,0,0
04052,9,1,12,14,15,17,29,9,0,16
04051,18,2,3,9,10,15,29,11,0,0
04050,38,6,7,19,21,25,29,2,0,10
04049,14,11,12,14,16,25,29,9,5000000,0
04048,58,8,9,11,16,17,29,9,5000000,02
04047,48,1,7,8,11,27,31,6,5000000,0
04046,66,7,15,16,22,23,32,14,5000000,10
04045,40,1,12,18,26,27,28,13,5000000,0
04044,46,2,6,7,12,31,32,5,5000000,07
04043,79,4,9,10,21,22,24,10,5000000,0
04042,27,6,10,13,17,18,21,2,0,10
04041,16,8,10,17,22,25,29,14,0,0
04040,57,7,17,19,20,21,29,11,5000000,02
04039,24,10,16,18,25,26,29,3,5000000,0
04038,40,11,16,17,25,28,29,7,5000000,11
04037,36,3,4,11,17,20,26,5,5000000,0
04036,28,2,13,17,18,26,30,1,0,03
04035,31,2,8,26,27,30,32,16,5000000,0
04034,57,2,7,13,20,27,30,14,5000000,03
04033,43,1,4,8,9,19,20,1,5000000,0
04032,45,2,5,8,11,15,31,13,5000000,16
04031,6,3,6,19,20,21,24,11,0,0
04030,38,1,7,9,17,26,31,5,0,06
04029,27,9,13,20,22,24,32,5,5000000,0
04028,17,1,2,3,5,10,22,12,5000000,14
04027,13,1,5,9,10,18,32,11,5000000,0
04026,65,4,10,14,18,28,32,15,5000000,07
04025,43,7,8,10,24,29,33,4,5000000,0
04024,5,1,13,21,23,25,32,6,0,01
04023,11,1,8,14,17,19,30,3,0,0
04022,54,3,10,14,19,20,30,6,5000000,05
04021,26,5,9,11,17,26,27,10,0,0
04020,22,1,2,9,22,28,31,4,0,03
04019,34,5,10,11,23,24,32,4,5000000,0
04018,25,2,5,6,8,28,30,6,5000000,12
04017,30,5,12,14,15,25,31,9,5000000,0
04016,27,4,7,8,28,30,32,5,0,07
04015,17,1,3,5,18,22,23,13,5000000,0
04014,39,3,7,11,17,20,26,12,5000000,08
04013,19,12,14,21,29,30,32,13,0,0
04012,12,1,7,27,30,31,33,8,5000000,15
04011,3,1,4,13,23,28,30,3,0,0
04010,75,6,7,8,13,14,19,15,5000000,01
04009,15,1,9,10,16,22,24,11,5000000,0
04008,26,1,7,10,22,32,33,13,5000000,14
04007,18,4,12,17,20,25,28,9,5000000,0
04006,22,4,12,18,20,23,32,6,0,01
04005,37,9,11,13,16,17,18,7,5000000,0
04004,11,10,19,22,23,25,29,9,5000000,08
04003,36,3,5,6,17,26,33,8,5000000,0
04002,18,10,12,18,22,30,31,11,5000000,13
04001,13,1,2,3,7,10,25,7,0,0
03089,8,18,19,21,26,27,33,16,5000000,12
03088,16,3,10,21,22,24,33,12,0,0
03087,5,2,3,4,5,24,28,13,0,02
03086,61,5,12,16,18,26,30,13,5000000,0
03085,60,1,4,11,12,19,27,14,5000000,02
03084,16,2,6,7,10,17,33,3,0,0
03083,21,1,3,14,18,26,28,1,5000000,16
03082,57,7,17,18,19,30,31,14,5000000,0
03081,5,1,2,14,26,29,30,7,5000000,03
03080,7,9,20,24,25,28,30,10,5000000,0
03079,9,12,15,22,23,26,31,4,5000000,11
03078,13,7,12,23,26,29,30,11,5000000,0
03077,14,4,12,16,22,24,25,6,0,09
03076,18,1,13,16,18,20,29,2,0,0
03075,8,16,17,19,22,31,33,11,5000000,09
03074,20,2,12,19,22,27,32,1,5000000,0
03073,19,2,12,14,21,23,30,13,5000000,02
03072,33,3,6,8,11,19,27,11,5000000,0
03071,11,9,11,12,14,15,33,11,0,08
03070,23,1,2,4,17,18,19,8,5000000,0
03069,8,7,11,16,19,26,28,11,0,07
03068,8,9,19,25,27,32,33,11,5000000,0
03067,25,5,11,12,13,27,31,10,5000000,04
03066,15,3,7,8,20,24,32,14,0,0
03065,6,6,15,16,17,30,33,11,5000000,06
03064,30,4,6,8,12,15,30,1,0,0
03063,20,5,8,9,14,21,33,11,0,08
03062,10,1,6,12,19,20,32,14,0,0
03061,32,3,5,20,21,28,32,2,0,03
03060,8,2,4,6,17,21,28,11,0,0
03059,9,2,3,5,6,18,30,4,0,12
03058,5,9,11,16,28,32,33,2,0,0
03057,14,18,19,24,25,30,31,16,5000000,10
03056,3,8,17,21,26,28,29,7,5000000,0
03055,5,6,13,16,21,28,31,16,0,04
03054,2,2,5,9,21,31,33,12,5000000,0
03053,13,15,19,20,21,28,29,13,0,07
03052,8,1,12,13,23,30,31,11,0,0
03051,6,4,13,15,17,24,27,1,0,04
03050,39,2,8,17,23,24,26,13,3102519,0
03049,17,3,6,7,13,24,25,15,5000000,07
03048,5,10,12,20,28,30,31,9,5000000,0
03047,2,3,17,26,28,32,33,16,5000000,04
03046,27,7,8,10,11,17,26,11,0,0
03045,8,3,7,14,15,17,32,3,0,09
03044,13,2,5,9,16,32,33,15,0,0
03043,5,2,8,10,19,20,32,13,0,05
03042,14,3,5,7,10,15,20,7,5000000,0
03041,11,2,3,17,18,24,25,11,5000000,04
03040,1,4,5,6,12,14,23,16,5000000,0
03039,1,3,5,23,24,27,32,3,5000000,09
03038,13,5,7,8,24,25,27,16,5000000,0
03037,39,9,14,17,18,26,32,7,5000000,13
03036,10,7,21,24,25,27,28,15,5000000,0
03035,7,3,4,5,8,10,11,8,0,01
03034,6,8,13,14,16,23,25,14,0,0
03033,11,1,7,14,20,27,30,10,0,07
03032,4,4,11,25,27,29,30,13,0,0
03031,6,11,17,20,22,28,32,1,0,15
03030,1,2,6,13,14,23,27,7,0,0
03029,9,2,7,15,26,29,32,10,5000000,04
03028,24,6,13,16,20,28,32,7,5000000,0
03027,7,1,11,14,17,27,28,15,5000000,16
03026,4,8,13,15,26,29,31,16,0,0
03025,2,1,5,11,13,14,27,12,5000000,09
03024,11,2,7,15,17,22,30,14,0,0
03023,2,1,10,20,22,26,31,2,5000000,13
03022,1,2,7,11,12,14,32,8,0,0
03021,0,14,15,18,25,26,30,1,5000000,15
03020,3,7,10,25,26,27,32,4,5000000,0
03019,9,4,8,12,13,16,33,9,0,02
03018,3,5,16,19,20,25,28,13,0,0
03017,1,5,8,18,23,25,31,6,0,15
03016,0,11,17,28,30,31,33,6,0,0
03015,6,4,11,19,25,26,32,13,0,07
03014,2,3,5,7,8,21,31,2,0,0
03013,4,8,13,17,21,23,32,12,0,11
03012,6,2,12,16,17,27,30,12,5000000,0
03011,1,4,5,11,12,30,32,15,0,10
03010,3,1,2,8,13,17,24,13,5000000,0
03009,2,5,9,18,20,22,30,9,0,10
03008,6,5,8,9,14,17,23,8,0,0
03007,3,1,9,19,21,23,26,7,5000000,03
03006,2,1,3,10,21,26,27,6,0,0
03005,4,4,6,15,17,30,31,16,0,13
03004,3,4,6,7,10,13,25,3,0,0
03003,2,1,7,10,23,28,32,16,0,03
03002,2,4,9,19,20,21,26,12,0,0
03001,1,10,11,12,13,26,28,11,0,10
